,product_id,item_price,total_amount,payment_status,price_label
4574,5730,194146,166121,Success,middle price
4575,52416,188477,198477,Success,middle price
4576,21271,358811,198477,Success,high price
4578,56916,188016,198477,Success,middle price
4579,5229,316488,198477,Success,middle price
4580,18166,345616,198477,Success,high price
4581,15259,291263,198477,Success,middle price
4582,21955,330902,198477,Success,middle price
4583,37434,146228,276210,Failed,low price
4584,15388,138382,276210,Failed,low price
4587,11925,335375,227537,Success,high price
4588,30275,254218,1053469,Success,middle price
4589,9517,101390,1053469,Success,low price
4590,55631,522313,1053469,Success,high price
4591,50907,160548,1053469,Success,low price
4593,29891,164464,174464,Success,low price
4594,41437,212871,222871,Success,middle price
4595,41717,166273,342546,Failed,low price
4596,12477,370897,342546,Failed,high price
4597,32852,282917,342546,Failed,middle price
4598,20490,242984,342546,Failed,middle price
4599,8512,280629,342546,Failed,middle price
4600,16496,229700,239700,Success,middle price
4601,7124,143523,239700,Success,low price
4602,48483,344845,239700,Success,high price
4604,37082,395713,239700,Success,high price
4605,21541,290276,239700,Success,middle price
4606,45590,396700,239700,Success,high price
4607,6671,335991,239700,Success,high price
4608,9398,228690,239700,Success,middle price
4609,15520,456069,239700,Success,high price
4610,4183,447429,239700,Success,high price
4611,27733,171680,239700,Success,low price
4613,20586,544388,546503,Success,high price
4615,3353,172382,179586,Success,low price
4616,26643,147470,179586,Success,low price
4619,8074,165298,118467,Success,low price
4620,6881,639385,641771,Success,high price
4621,21325,168648,3527607,Success,low price
4622,24288,280504,3527607,Success,middle price
4625,59228,196337,3527607,Success,middle price
4627,20272,119963,3527607,Success,low price
4628,38315,319653,708203,Success,middle price
4629,44950,189275,708203,Success,middle price
4631,43822,452817,452817,Success,high price
4632,25982,584885,604176,Success,high price
4633,56960,267547,604176,Success,middle price
4635,17010,288154,604176,Success,middle price
4636,38000,688736,2414288,Success,high price
4637,17442,94948,2414288,Success,low price
4638,4322,255922,2414288,Success,middle price
4639,19089,499747,499747,Success,high price
4640,54018,366318,499747,Success,high price
4641,12864,251899,499747,Success,middle price
4642,36750,330289,499747,Success,middle price
4643,46819,160365,499747,Success,low price
4644,9829,222730,232730,Success,middle price
4645,40609,126718,127059,Success,low price
4646,7402,334039,127059,Success,middle price
4647,15619,225355,235355,Success,middle price
4648,54000,226360,235355,Success,middle price
4649,53857,128436,138436,Failed,low price
4650,10202,300452,138436,Failed,middle price
4651,35202,240258,138436,Failed,middle price
4652,19047,223717,138436,Failed,middle price
4653,5401,278748,138436,Failed,middle price
4654,23937,185803,138436,Failed,middle price
4655,7240,333106,138436,Failed,middle price
4656,47656,458028,138436,Failed,high price
4657,6518,140913,138436,Failed,low price
4658,42272,214354,138436,Failed,middle price
4659,4985,180255,138436,Failed,low price
4660,57055,286358,138436,Failed,middle price
4662,27722,396667,448242,Success,high price
4664,39875,383886,448242,Success,high price
4665,40487,412587,448242,Success,high price
4666,13704,119696,448242,Success,low price
4667,5838,283134,570197,Success,middle price
4668,33094,553282,570197,Success,high price
4669,11911,174585,713340,Success,low price
4670,13117,144240,713340,Success,low price
4671,18605,266739,569688,Success,middle price
4672,17992,302949,569688,Success,middle price
4673,18477,197662,569688,Success,middle price
4674,57376,367919,377919,Success,high price
4675,36202,328770,323023,Success,middle price
4676,44227,426974,323023,Success,high price
4677,39687,122912,323023,Success,low price
4678,14766,308626,294850,Success,middle price
4679,27550,217047,223116,Success,middle price
4680,45605,183714,2388308,Success,middle price
4682,37249,289623,2388308,Success,middle price
4683,43919,316176,325632,Failed,middle price
4684,59980,359899,325632,Failed,high price
4686,51926,163615,163615,Success,low price
4687,29763,261814,267165,Success,middle price
4689,44238,222739,267165,Success,middle price
4690,14366,135699,267165,Success,low price
4692,46814,210707,678443,Success,middle price
4693,55079,228868,678443,Success,middle price
4694,2125,183017,466856,Success,middle price
4695,55516,287748,466856,Success,middle price
4696,34966,260493,1568024,Success,middle price
4697,41679,213123,1568024,Success,middle price
4698,38305,289065,299065,Success,middle price
4699,26179,210288,220288,Success,middle price
4700,15240,391223,389779,Success,high price
4701,30237,420136,389779,Success,high price
4702,8157,184849,601064,Success,middle price
4703,34928,78548,601064,Success,low price
4704,34375,259119,601064,Success,middle price
4705,12991,213464,601064,Success,middle price
4706,47495,370628,481483,Success,high price
4707,56472,110855,481483,Success,low price
4708,19305,184606,481483,Success,middle price
4709,34345,90104,96916,Success,low price
4710,54729,302704,96916,Success,middle price
4712,27646,107751,196943,Success,low price
4713,12867,84186,196943,Success,low price
4714,39644,337890,196943,Success,high price
4715,36618,478808,196943,Success,high price
4716,25212,166740,166740,Success,low price
4717,9523,398655,842501,Success,high price
4718,11819,292971,842501,Success,middle price
4719,28598,374479,380762,Failed,high price
4720,39683,366072,380762,Failed,high price
4722,8308,181050,1006634,Success,middle price
4723,29928,272417,1006634,Success,middle price
4724,30691,276895,1006634,Success,middle price
4725,50150,193120,208120,Success,middle price
4726,24409,405501,208120,Success,high price
4728,17939,181191,191191,Success,middle price
4729,47293,87662,191191,Success,low price
4730,14364,205220,191191,Success,middle price
4731,6249,148665,158665,Success,low price
4732,26691,591358,158665,Success,high price
4733,42217,164192,158665,Success,low price
4734,41212,68100,118100,Success,low price
4735,8374,398903,118100,Success,high price
4738,9044,555694,118100,Success,high price
4739,30673,416029,877605,Success,high price
4740,7527,185870,190955,Success,middle price
4741,13178,278460,190955,Success,middle price
4742,42713,218523,190955,Success,middle price
4744,10631,219794,219794,Success,middle price
4745,19318,242978,252978,Success,middle price
4746,39311,173662,179782,Success,low price
4747,39483,320748,179782,Success,middle price
4748,32962,281324,296324,Success,middle price
4749,9527,235468,240330,Success,middle price
4750,32346,167395,175701,Success,low price
4751,16153,180857,175701,Success,low price
4752,17671,325294,175701,Success,middle price
4753,53682,268032,175701,Success,middle price
4754,38749,208087,175701,Success,middle price
4755,57471,95858,103575,Success,low price
4756,6422,409483,103575,Success,high price
4757,7778,317543,103575,Success,middle price
4758,14438,307669,103575,Success,middle price
4759,9387,211579,103575,Success,middle price
4760,22570,188300,188300,Success,middle price
4761,56863,442703,188300,Success,high price
4762,13313,241288,358913,Success,middle price
4763,17476,117625,358913,Success,low price
4764,22830,645158,358913,Success,high price
4765,30508,129420,136778,Success,low price
4766,19785,167167,177167,Success,low price
4767,17830,211851,177167,Success,middle price
4768,38598,134278,128491,Success,low price
4769,9768,256475,847286,Success,middle price
4770,13435,72094,847286,Success,low price
4771,9860,240159,247526,Success,middle price
4772,38460,361318,247526,Success,high price
4773,8498,193396,193396,Success,middle price
4774,56920,351686,193396,Success,high price
4775,55436,195800,202401,Success,middle price
4777,47569,491569,202401,Success,high price
4778,2870,246698,202401,Success,middle price
4779,45601,238601,202401,Success,middle price
4780,32643,297873,292942,Success,middle price
4782,15233,153934,292942,Success,low price
4783,5476,226273,292942,Success,middle price
4784,33466,227400,232746,Success,middle price
4785,39516,336621,232746,Success,high price
4786,25457,382781,232746,Success,high price
4787,32520,268028,537432,Success,middle price
4788,18643,135696,537432,Success,low price
4789,56126,123708,537432,Success,low price
4790,57045,234967,537432,Success,middle price
4791,29267,170106,537432,Success,low price
4792,43513,247532,537432,Success,middle price
4793,4791,497670,950006,Success,high price
4794,16196,182311,950006,Success,middle price
4796,30563,228863,637787,Success,middle price
4797,53037,398924,637787,Success,high price
4798,52548,166231,161201,Success,low price
4799,53138,210378,208231,Success,middle price
4800,13003,118697,133697,Success,low price
4801,21926,270824,270824,Success,middle price
4802,57649,244337,254337,Success,middle price
4803,43382,440501,445415,Success,high price
4804,47961,152483,489075,Success,low price
4805,44018,108864,489075,Success,low price
4806,20094,127912,1765700,Success,low price
4807,11940,112200,1765700,Success,low price
4808,54997,304914,1765700,Success,middle price
4809,18804,226514,1765700,Success,middle price
4810,31415,194112,1765700,Success,middle price
4812,36935,143301,378459,Success,low price
4814,58489,76598,76598,Success,low price
4815,44198,390318,392659,Success,high price
4817,30766,417471,417471,Success,high price
4818,44865,381592,884081,Success,high price
4819,4087,164163,884081,Success,low price
4820,44859,206473,231473,Success,middle price
4821,12616,80421,160842,Success,low price
4822,20258,243753,253753,Success,middle price
4823,20191,309917,306816,Success,middle price
4824,50166,83417,87116,Success,low price
4825,31075,271292,283447,Success,middle price
4826,57708,372216,368248,Success,high price
4827,55039,118681,118681,Success,low price
4828,56410,163029,168237,Success,low price
4829,49381,307528,2456539,Success,middle price
4830,15807,488933,491753,Success,high price
4831,42637,129514,144514,Success,low price
4832,38410,217271,879084,Success,middle price
4833,33525,145991,155991,Success,low price
4835,18488,131168,1016262,Success,low price
4836,51009,212155,1016262,Success,middle price
4837,57998,241518,1016262,Success,middle price
4838,28232,247990,1016262,Success,middle price
4839,37732,264491,268236,Success,middle price
4841,58959,401985,411985,Success,high price
4842,7920,362007,888198,Success,high price
4843,52032,157375,888198,Success,low price
4844,45390,246786,256786,Success,middle price
4845,19514,135983,1219182,Success,low price
4846,19960,179124,1219182,Success,low price
4847,29433,172579,1219182,Success,low price
4848,7133,372565,726453,Success,high price
4849,42234,177611,726453,Success,low price
4850,14164,173261,726453,Success,low price
4851,25161,270523,726453,Success,middle price
4852,17828,260066,726453,Success,middle price
4854,29065,205510,726453,Success,middle price
4855,14790,381588,726453,Success,high price
4856,17686,230290,726453,Success,middle price
4857,23662,256246,271246,Success,middle price
4858,22690,335634,271246,Success,high price
4859,47388,417772,271246,Success,high price
4860,46145,324391,322938,Success,middle price
4861,56335,319510,506689,Success,middle price
4862,14137,192346,506689,Success,middle price
4864,52816,231646,237343,Success,middle price
4865,43241,387631,237343,Success,high price
4866,28912,214648,219648,Success,middle price
4868,20629,271918,219648,Success,middle price
4869,13411,126578,301059,Success,low price
4870,4947,174481,301059,Success,low price
4871,9578,134530,301059,Success,low price
4872,26625,282157,1169410,Success,middle price
4873,42830,384797,1169410,Success,high price
4874,42996,290847,1169410,Success,middle price
4875,51624,161609,1169410,Success,low price
4877,12757,205816,1050865,Success,middle price
4878,32608,128232,1050865,Success,low price
4879,6132,248720,1050865,Success,middle price
4880,46115,439552,1050865,Success,high price
4881,20508,353907,1050865,Success,high price
4882,15634,256719,1036876,Success,middle price
4883,58832,146599,403873,Success,low price
4884,8994,209439,403873,Success,middle price
4885,53734,304905,1534525,Success,middle price
4886,28795,267147,272116,Success,middle price
4887,36974,207714,272116,Success,middle price
4888,30833,264311,268177,Success,middle price
4890,6131,374187,268177,Success,high price
4891,23225,204062,219062,Success,middle price
4892,34836,324651,219062,Success,middle price
4893,13684,354622,219062,Success,high price
4894,26590,157643,153732,Success,low price
4895,50238,304286,153732,Success,middle price
4896,18819,357622,1394242,Success,high price
4897,54505,315815,1394242,Success,middle price
4898,19653,211718,1394242,Success,middle price
4899,38633,502765,1394242,Success,high price
4900,57231,347816,1394242,Success,high price
4901,58932,67595,1394242,Success,low price
4902,29567,327957,1394242,Success,middle price
4903,7270,190210,200210,Success,middle price
4904,58200,278780,200210,Success,middle price
4905,22629,317169,2864521,Success,middle price
4906,6246,318073,318073,Success,middle price
4908,45785,377344,427344,Success,high price
4910,55628,102804,112804,Success,low price
4911,13123,341736,112804,Success,high price
4912,14344,506785,112804,Success,high price
4913,35533,351030,112804,Success,high price
4914,35209,463687,112804,Success,high price
4915,2227,476400,472986,Success,high price
4916,48845,247588,257588,Success,middle price
4917,20315,179308,229308,Success,low price
4918,54572,354358,1427432,Success,high price
4919,1596,359320,616525,Success,high price
4920,13906,262362,616525,Success,middle price
4921,56066,204944,211353,Success,middle price
4922,59020,276586,211353,Success,middle price
4923,26626,228303,1902296,Success,middle price
4924,16773,634838,1902296,Success,high price
4925,47286,245892,1902296,Success,middle price
4926,25676,256935,1902296,Success,middle price
4927,2654,130332,1902296,Success,low price
4929,47551,314064,324064,Success,middle price
4930,31555,338312,345537,Success,high price
4931,13534,204708,214708,Success,middle price
4934,18684,143925,868550,Success,low price
4935,58869,255899,255899,Success,middle price
4936,59058,264862,943725,Success,middle price
4937,2218,182673,943725,Success,middle price
4938,22761,190963,943725,Success,middle price
4939,52820,298157,943725,Success,middle price
4940,27154,418138,418138,Success,high price
4941,15379,345044,418138,Success,high price
4942,24323,326864,668728,Failed,middle price
4943,36954,167346,668728,Failed,low price
4944,37972,282808,668728,Failed,middle price
4945,7058,150789,668728,Failed,low price
4946,32859,265433,668728,Failed,middle price
4947,46800,185961,668728,Failed,middle price
4948,57280,161918,166918,Success,low price
4950,9134,377589,166918,Success,high price
4952,52635,101534,112971,Success,low price
4953,29947,288097,298097,Success,middle price
4954,34504,143167,135520,Success,low price
4957,49481,111932,239161,Success,low price
4958,44130,254692,258071,Success,middle price
4959,41452,390859,400859,Success,high price
4960,2651,298739,323739,Success,middle price
4961,53372,296106,323739,Success,middle price
4963,9046,150648,311296,Success,low price
4965,28253,322166,326805,Success,middle price
4966,2697,234259,326805,Success,middle price
4969,43938,344695,2834282,Success,high price
4970,42201,135622,2834282,Success,low price
4972,29171,211587,2834282,Success,middle price
4973,8235,538854,2834282,Success,high price
4974,56114,197421,2834282,Success,middle price
4975,17160,151325,2834282,Success,low price
4976,12676,174912,2834282,Success,low price
4977,59860,107009,2834282,Success,low price
4980,5303,386624,2834282,Success,high price
4981,55087,143358,153358,Success,low price
4982,22865,448621,153358,Success,high price
4983,22732,234367,153358,Success,middle price
4985,49754,278055,288055,Success,middle price
4986,46093,246828,288055,Success,middle price
4987,34370,226077,241077,Success,middle price
4988,59013,293819,293819,Success,middle price
4992,41825,118848,254941,Success,low price
4993,7729,228568,254941,Success,middle price
4994,34321,316024,1556498,Success,middle price
4995,5205,139985,1556498,Success,low price
4996,14770,137661,1556498,Success,low price
4997,57214,611267,1556498,Success,high price
4998,9066,131452,1556498,Success,low price
4999,34637,220109,1556498,Success,middle price
5000,53367,232915,1556498,Success,middle price
5001,40149,274493,1556498,Success,middle price
5002,9720,177867,1556498,Success,low price
5003,14353,528119,1556498,Success,high price
5004,39200,208611,1556498,Success,middle price
5005,26924,252484,1788735,Success,middle price
5006,9441,145548,1788735,Success,low price
5007,11017,217773,1788735,Success,middle price
5008,25775,271618,1788735,Success,middle price
5009,4899,198651,1788735,Success,middle price
5010,35022,202682,1788735,Success,middle price
5011,46353,135900,1788735,Success,low price
5013,29479,178181,1788735,Success,low price
5014,57056,560717,1788735,Success,high price
5016,9489,123730,1788735,Success,low price
5017,57838,429144,1788735,Success,high price
5018,27084,536761,1788735,Success,high price
5019,51755,407459,1788735,Success,high price
5020,26454,313298,1788735,Success,middle price
5022,34862,241882,1788735,Success,middle price
5023,18946,166638,174581,Success,low price
5024,7804,159508,169508,Success,low price
5026,29250,630730,169508,Success,high price
5027,35033,328987,328987,Success,middle price
5028,53487,248677,253237,Success,middle price
5029,48487,224637,234637,Success,middle price
5030,54812,119592,129592,Success,low price
5031,21067,332955,129592,Success,middle price
5032,54516,436931,129592,Success,high price
5033,26630,402679,129592,Success,high price
5034,4883,410255,420255,Success,high price
5035,33406,532832,420255,Success,high price
5036,8320,358612,667236,Success,high price
5037,33350,301459,667236,Success,middle price
5039,5698,222520,667236,Success,middle price
5040,7374,276331,293027,Success,middle price
5041,38630,370446,372805,Success,high price
5042,47124,216511,372805,Success,middle price
5043,54328,132225,133529,Success,low price
5044,7367,363875,133529,Success,high price
5046,25768,297546,307546,Success,middle price
5047,5519,370066,307546,Success,high price
5048,39275,232658,307546,Success,middle price
5049,46118,154068,307546,Success,low price
5050,40996,441030,1337115,Success,high price
5051,5068,191152,1337115,Success,middle price
5053,58880,142787,1337115,Success,low price
5054,28538,428878,1337115,Success,high price
5055,5534,214798,1337115,Success,middle price
5056,17248,212279,222279,Success,middle price
5057,53887,474273,222279,Success,high price
5058,41454,380729,222279,Success,high price
5059,33039,327339,326930,Success,middle price
5060,19025,527835,326930,Success,high price
5061,7217,149778,326930,Success,low price
5062,46612,558455,326930,Success,high price
5063,3240,360405,326930,Success,high price
5065,26305,224374,231808,Success,middle price
5066,15651,350095,231808,Success,high price
5067,34779,334509,231808,Success,middle price
5068,12442,174222,162173,Success,low price
5069,37710,69118,284480,Success,low price
5071,22672,483799,284480,Success,high price
5072,4742,380847,284480,Success,high price
5073,5904,224870,284480,Success,middle price
5076,19254,223298,456596,Success,middle price
5077,28949,386327,383289,Success,high price
5079,15730,178929,383289,Success,low price
5080,9587,204568,383289,Success,middle price
5081,7841,371095,383289,Success,high price
5082,13848,140542,156930,Success,low price
5083,47208,341885,353198,Success,high price
5084,9057,210017,353198,Success,middle price
5085,22158,273143,353198,Success,middle price
5086,29211,215193,212675,Success,middle price
5087,16077,230791,212675,Success,middle price
5088,29189,147368,212675,Success,low price
5091,21994,328736,212675,Success,middle price
5092,5463,205262,212675,Success,middle price
5093,32826,274895,212675,Success,middle price
5094,32379,473351,212675,Success,high price
5095,13984,138769,212675,Success,low price
5096,3489,248164,212675,Success,middle price
5097,45940,240039,243386,Success,middle price
5098,42852,428799,243386,Success,high price
5099,11986,160677,243386,Success,low price
5100,59863,130462,140462,Success,low price
5101,2504,207993,140462,Success,middle price
5103,21012,208485,987468,Success,middle price
5104,16173,251815,987468,Success,middle price
5105,42061,285823,987468,Success,middle price
5106,50230,61772,127756,Success,low price
5107,11202,195717,205717,Success,middle price
5108,7086,239943,205717,Success,middle price
5109,7122,130209,205717,Success,low price
5110,37073,338992,205717,Success,high price
5111,57253,255157,205717,Success,middle price
5112,57241,163271,205717,Success,low price
5113,4605,323684,326222,Success,middle price
5114,38129,484810,326222,Success,high price
5115,47303,366942,370319,Success,high price
5116,17291,176675,191675,Success,low price
5117,49118,186842,187164,Success,middle price
5118,16091,160158,165296,Success,low price
5120,38138,166033,165296,Success,low price
5122,33132,317583,317583,Success,middle price
5123,43939,307619,317583,Success,middle price
5124,55612,248352,258352,Success,middle price
5125,27468,96705,96705,Success,low price
5126,50326,80191,90191,Success,low price
5127,42909,370357,1531428,Success,high price
5128,20265,293784,1531428,Success,middle price
5131,33714,261507,307734,Success,middle price
5132,57239,680558,307734,Success,high price
5133,10406,247712,307734,Success,middle price
5134,33855,578412,307734,Success,high price
5135,7567,124623,695555,Failed,low price
5136,29309,285466,695555,Failed,middle price
5137,2641,283319,695555,Failed,middle price
5138,57193,243514,248444,Failed,middle price
5139,23802,350956,248444,Failed,high price
5140,48518,239199,3917634,Success,middle price
5141,25090,313171,3917634,Success,middle price
5142,3774,241651,3917634,Success,middle price
5143,9070,375934,3917634,Success,high price
5144,58322,178518,3917634,Success,low price
5145,47233,325838,3917634,Success,middle price
5146,22060,178897,3917634,Success,low price
5147,58298,175316,3917634,Success,low price
5149,26631,254431,3917634,Success,middle price
5150,15162,245239,3917634,Success,middle price
5151,53798,100565,3917634,Success,low price
5152,25035,404589,451807,Success,high price
5153,18162,605194,451807,Success,high price
5155,37079,252697,262697,Success,middle price
5156,2882,312920,322920,Success,middle price
5157,2807,111153,322920,Success,low price
5158,41876,226268,1593876,Success,middle price
5159,19039,132567,130456,Success,low price
5160,46262,244145,490677,Success,middle price
5161,35691,241532,490677,Success,middle price
5162,30242,333726,343726,Success,middle price
5163,39340,136420,281455,Success,low price
5164,59010,71429,221827,Success,low price
5165,58168,225077,221827,Success,middle price
5167,56658,152913,268411,Success,low price
5169,30873,285037,280605,Success,middle price
5170,5225,310488,280605,Success,middle price
5171,18694,459461,461717,Failed,high price
5172,26696,432112,461717,Failed,high price
5173,58155,174587,461717,Failed,low price
5174,9419,286558,296558,Success,middle price
5176,55366,585084,1629030,Success,high price
5177,36494,205519,1629030,Success,middle price
5178,7687,254739,1629030,Success,middle price
5179,50971,238246,1629030,Success,middle price
5180,7802,429339,1629030,Success,high price
5181,40618,406559,402103,Success,high price
5182,47650,282690,402103,Success,middle price
5183,32620,276947,280212,Success,middle price
5184,1782,110112,280212,Success,low price
5185,6363,189893,280212,Success,middle price
5186,49616,85958,280212,Success,low price
5187,2477,152662,280212,Success,low price
5188,31695,249870,254870,Success,middle price
5189,38434,490755,254870,Success,high price
5190,57038,290365,254870,Success,middle price
5191,15736,235103,254870,Success,middle price
5192,25601,318540,1278490,Success,middle price
5194,7815,310168,307254,Success,middle price
5195,56917,248045,307254,Success,middle price
5198,13197,137567,307254,Success,low price
5200,58439,322293,226537,Success,middle price
5201,44774,201400,226537,Success,middle price
5202,45369,326736,226537,Success,middle price
5203,59088,378872,1146616,Success,high price
5204,30139,355368,750414,Success,high price
5205,43508,399084,750414,Success,high price
5206,55643,168742,750414,Success,low price
5207,47543,266704,750414,Success,middle price
5208,25185,172310,750414,Success,low price
5209,38772,262557,750414,Success,middle price
5210,7813,341153,750414,Success,high price
5211,35061,341257,802246,Success,high price
5212,59567,468132,802246,Success,high price
5213,47607,552597,802246,Success,high price
5214,26632,341484,802246,Success,high price
5215,46396,149132,596528,Success,low price
5217,19034,192054,969674,Success,middle price
5218,10624,328126,969674,Success,middle price
5219,9240,121954,281812,Success,low price
5220,15940,153271,281812,Success,low price
5221,55983,198468,199520,Success,middle price
5222,9133,148662,199520,Success,low price
5223,45324,461870,199520,Success,high price
5224,32903,189670,199670,Success,middle price
5225,31159,340327,365327,Success,high price
5226,12923,453318,365327,Success,high price
5227,13675,322421,365327,Success,middle price
5228,57060,214147,365327,Success,middle price
5229,39979,354846,704565,Success,high price
5230,2054,398937,398937,Success,high price
5231,14456,370370,385370,Success,high price
5233,21843,192784,2527868,Success,middle price
5235,37291,184597,2527868,Success,middle price
5236,50726,310166,2527868,Success,middle price
5237,20697,423821,2527868,Success,high price
5238,21356,263086,474464,Success,middle price
5239,24032,217002,474464,Success,middle price
5240,11255,152673,162673,Success,low price
5241,49660,135683,135683,Failed,low price
5243,21380,179769,183700,Success,low price
5244,9634,244866,254866,Success,middle price
5246,16385,110573,227952,Success,low price
5247,59240,264862,257191,Success,middle price
5248,24411,316213,257191,Success,middle price
5249,49304,108514,118514,Success,low price
5251,30251,282352,292352,Success,middle price
5252,13174,140729,138098,Success,low price
5253,18542,282031,138098,Success,middle price
5254,49952,85432,95432,Success,low price
5255,39194,314140,95432,Success,middle price
5256,20849,155252,95432,Success,low price
5257,32736,266136,316136,Success,middle price
5258,4689,272410,316136,Success,middle price
5259,41718,293427,316136,Success,middle price
5260,29022,485556,2434916,Success,high price
5262,59925,635069,970048,Success,high price
5264,23857,252792,970048,Success,middle price
5268,24913,159629,481566,Success,low price
5269,11180,311937,481566,Success,middle price
5270,17237,334094,344094,Success,middle price
5271,33503,171670,344094,Success,low price
5272,6431,219065,628675,Success,middle price
5273,52890,193474,628675,Success,middle price
5274,2699,214858,628675,Success,middle price
5275,11575,359238,1551865,Success,high price
5276,4549,274463,1551865,Success,middle price
5278,31977,376326,386326,Success,high price
5279,49434,382541,386326,Success,high price
5280,38646,151838,161838,Success,low price
5281,5839,296609,520383,Success,middle price
5282,13696,223774,520383,Success,middle price
5283,22008,311889,520383,Success,middle price
5284,26854,184831,184831,Success,middle price
5285,59976,425081,184831,Success,high price
5286,58591,253868,263868,Success,middle price
5288,33698,235427,263868,Success,middle price
5289,10627,205175,263868,Success,middle price
5290,30706,472805,482805,Success,high price
5291,34107,426317,431411,Success,high price
5292,57240,222977,431411,Success,middle price
5293,50773,396103,431411,Success,high price
5295,50425,180360,279388,Success,low price
5296,19030,328566,279388,Success,middle price
5297,37856,397100,279388,Success,high price
5298,6360,258541,279388,Success,middle price
5299,4547,285215,279388,Success,middle price
5301,19913,230671,138017,Success,middle price
5302,15965,89764,86229,Success,low price
5303,25124,238971,86229,Success,middle price
5304,53076,281459,291459,Success,middle price
5305,2393,138525,291459,Success,low price
5306,43237,155087,291459,Success,low price
5307,26536,325445,291459,Success,middle price
5308,38689,285289,291459,Success,middle price
5309,58896,108788,108788,Success,low price
5310,56820,175830,185830,Success,low price
5312,47639,176570,186570,Success,low price
5313,56810,234459,233387,Success,middle price
5314,30264,173605,233387,Success,low price
5315,13678,152878,152878,Success,low price
5316,34737,428877,152878,Success,high price
5317,25458,267303,152878,Success,middle price
5318,46442,335332,385332,Success,high price
5319,22827,331798,385332,Success,middle price
5320,1642,267391,385332,Success,middle price
5322,16804,293280,385332,Success,middle price
5323,55572,110414,135414,Success,low price
5324,14450,197643,135414,Success,middle price
5325,13387,198681,135414,Success,middle price
5326,6377,378641,135414,Success,high price
5327,26446,201917,135414,Success,middle price
5328,33118,274199,135414,Success,middle price
5329,4565,312244,135414,Success,middle price
5330,20499,244581,135414,Success,middle price
5331,27762,198952,407904,Success,middle price
5333,16360,270611,320611,Success,middle price
5335,19159,195305,200305,Success,middle price
5336,38444,508357,200305,Success,high price
5337,23823,93920,103920,Success,low price
5338,6387,370480,2465583,Success,high price
5339,9927,320103,2465583,Success,middle price
5340,7104,156658,2465583,Success,low price
5341,27496,111554,2465583,Success,low price
5342,43152,330300,2465583,Success,middle price
5343,24740,174961,2465583,Success,low price
5344,10613,517024,2465583,Success,high price
5345,53099,184957,191289,Success,middle price
5346,33019,139223,462666,Success,low price
5347,56314,323443,462666,Success,middle price
5348,22104,463767,462666,Success,high price
5349,35661,325924,325542,Success,middle price
5350,2644,179469,325542,Success,low price
5352,25967,249047,253013,Success,middle price
5353,17690,276886,253013,Success,middle price
5354,13474,329412,253013,Success,middle price
5355,51920,359286,253013,Success,high price
5356,33700,360179,253013,Success,high price
5357,1598,244902,253013,Success,middle price
5358,43673,485817,495817,Success,high price
5359,39665,329419,495817,Success,middle price
5360,8669,361512,368532,Success,high price
5361,20902,427315,368532,Success,high price
5362,37408,278604,368532,Success,middle price
5364,50872,138872,148872,Success,low price
5365,14788,197748,197748,Success,middle price
5366,1930,143082,918560,Success,low price
5367,13509,259349,918560,Success,middle price
5368,12333,365771,918560,Success,high price
5369,39871,183278,918560,Success,middle price
5371,9440,279533,263320,Success,middle price
5372,39017,304822,354822,Success,middle price
5373,14494,137176,354822,Success,low price
5375,16994,223768,354822,Success,middle price
5376,13554,107260,354822,Success,low price
5377,45360,197378,354822,Success,middle price
5379,11909,394247,354822,Success,high price
5380,25249,425695,354822,Success,high price
5381,8973,445091,354822,Success,high price
5382,56846,94704,104704,Success,low price
5383,5181,83839,681139,Success,low price
5384,36223,321544,681139,Success,middle price
5385,51156,260756,681139,Success,middle price
5387,49553,282802,681139,Success,middle price
5388,47526,256475,521390,Success,middle price
5389,47794,171007,521390,Success,low price
5391,19053,256115,521390,Success,middle price
5392,11118,62677,61921,Success,low price
5393,56996,207759,61921,Success,middle price
5394,17538,429179,439179,Success,high price
5395,3797,136834,439179,Success,low price
5396,39617,453404,439179,Success,high price
5397,55907,282997,290412,Success,middle price
5398,51741,588565,290412,Success,high price
5399,25488,192669,290412,Success,middle price
5400,34496,320442,2613536,Success,middle price
5401,57853,356744,2613536,Success,high price
5404,51641,215527,236030,Success,middle price
5405,10277,418832,236030,Success,high price
5406,18562,305994,236030,Success,middle price
5407,47389,368145,236030,Success,high price
5408,16567,250283,236030,Success,middle price
5410,4088,376559,391559,Success,high price
5411,21107,649793,391559,Success,high price
5412,24768,65723,134563,Success,low price
5414,9215,110192,134563,Success,low price
5415,23249,402144,134563,Success,high price
5416,57470,179181,134563,Success,low price
5418,50720,297170,134563,Success,middle price
5420,35687,199726,134563,Success,middle price
5422,4079,225301,1273934,Success,middle price
5423,28207,346211,1273934,Success,high price
5424,1526,268091,1273934,Success,middle price
5425,59937,191607,194013,Success,middle price
5426,14555,412335,194013,Success,high price
5428,14685,231818,236058,Success,middle price
5429,5939,183096,2459367,Success,middle price
5430,47012,348392,2459367,Success,high price
5431,1537,126014,2459367,Success,low price
5432,44800,286294,2459367,Success,middle price
5434,29745,242438,2459367,Success,middle price
5435,6097,269157,2459367,Success,middle price
5436,17556,206955,2459367,Success,middle price
5437,4650,244851,2459367,Success,middle price
5438,2042,119820,2459367,Success,low price
5439,52639,394302,2459367,Success,high price
5440,2939,177275,202275,Success,low price
